review_id,element_id,rating,ground_truth,predicted,score,text,reason
"RJ4G2WPEDZFK9,R26UEGFQE0CAHX,RS9X8J9FRZLXD,R3LX92PW7T1NM4,RE584E1HHMEB6,RKHB971WSLXO5,R2DQH059GA5LFM,R35JVF8Z4K6TFP",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475179,3.7,Neutral,Positive,0.9755,"Good product,The wire worked fine for 1.5 months then started problems. for a few days, I could not understand why my phone did not charge whole the night and then i realized, the cables automatically stops working and starts on their own wish, when checked came to know the product had only one month's warranty,This is so good. Charging quality is amazing. Durability is also good. Worth buying,Good product,I am extremely happy with the charger. It is working fine.,It’s not a fast charger, infact the charging works only one side. Doesn’t work as a data cable as wel. Wouldn’t recommend if someone is looking for data + charging. One time usage product.,Liked the product alot. Value for money,Good Product",-
"R23VU14H85GINN,RD8Y8FJWLK3XY,RU5K3FZ0CXHM7,R17Q98YONHJWHJ,R3TFFDWEHT3NTP,R2OSACKU5SYG47,RWWWFTZ9CN3TK,R10A14SK3WPO23",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475180,3.6,Neutral,Positive,0.9421,"The remote is exact like the original one. But its not a Universal remote. However, for a given price its value for money, works well.,Tata Sky remote for Rs. 140 (incl. taxes & free delivery) is worth money spent. It is not original but working fine. What more you expect at this lowest cost and promptest delivery.,Qulaity is not very good but ok as per price,Looks different from my original remote but working fine as of now,Order placed for 2 remote controls and received only 1,Good product but please ship with batteries.,Not as expected,It's good",-
"R1NJ3CZKH3NT4T,R2OBDZG9GNKOYX,RHU5ZL65TEJAD,RY1WB55L5EA2V,RQ93EWXEO7QN8,R3CDY2Z4FRV14A,RZ5IVVOT5LORO,R3OMWY6WL6XFF1",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475182,3.5,Neutral,Positive,0.3376,"Value for money,The remote is compatible with our Tata sky box and does the job,It didn't last for more than 15 days and has stopped working. Absolutely waste of money. Please don't go for this product,Ok types for the value,Waste product,  don't sale other waste of money,It is good, works well with my Tatasky. Re durable, will come to know later. So far good,I've ordered this remote without knowing that it is not returnable.It do not work with the TV and not even with the Set Top Box. It asks for another remote (original) in order to catch signal and configure, in what world I would buy this nonsense if I do have the original remotes working.Instead Ordered the remote with Tata Sky which will work with Set Top box and TV,It works",-
"R1H0YNK5FI6IM9,RRVOLO108F914,R18D45T6ZYK9SS,R9IGOHDBCYFME,R5MA8UQ3PF9SN,RXY4DQWAVYWF6,R3M7PQLBYULEGY,R3PI3E0VLZY2C3",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475184,3.8,Neutral,Positive,0.6486,"The remote works well and is pleasantly compatible with the system.,It's a good Remote. All the functions are working for tatasky,Nice quality,The back cover was loose and fragile.,👌,Good,मैंने tata play का remote मंगवाया था. पर वो काम नहीं कर रहा था. फिर रिटर्न के लिए apply किया. आज 19 दिन हो गए ना ही remote मिला और ना ही refund.,Very prompt replacement of the defective Remote for TV",-
"R1CENZ33411CCP,R1GSPMTXEMBLHP,RNICXWCGHEGNR,RXG29ZHDAZJ1Q,RO5SV6PIRUVQH,R2OCF75VV6W3GT,R1LCV30N6RKEEM,R1GQGOJ2RHOS26",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475185,3.8,Neutral,Positive,0.5574,"Nice product,Nice product,Ok good,,Good,अच्छा,Only for home drama and cinema experienceGood to buy in this price rangeReview after two months its working fine without any issues,",-
"R2BSJW1NHF0ZF2,R3CAZGSJ16RU2X,R222GCN4UA2IL5,R29YB9SHNRANAH,R1CLB7L1MCFLZ5,R1JYZM5JZE1ZCZ,R2VODN64HRU6XL,R15PFT9ZSOZ1T5",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475189,3.9,Neutral,Positive,0.7644,"This is bed product low quality material use,I bought it during travel works perfect,This is my second cable and it is good and alternative to Apple ones but need to check the durability down the lane,Extremely happy with Quality and Sturdy,Good one! No more changing of cables every year or soo.,As I need for apple carplay support this is perfect with no lag. Anyone who has usb type A port in car needs this one to run apple CarPlay seemlessly.,Extremely durable and efficient for car,Charging is very slow it takes more than 3 hours for full charge, also the battery capacity is getting decreased from 93% to 90% & that's bad 😑 used it for a week but it was performing the same",-
"R1SGO9WPFCHYNN,R1RRH5FRHDD5BO,RFXQZHQJTAHZ0,R3EVQJSY23T8P1,R22WRBGK72Y12Z,R1BJGSXI1QZJ1E,RY57UJXJ6PFU9,RLGRM2EQJBC20",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475190,3.8,Neutral,Positive,0.8334,"Durable but little slow,Buy at 300+ rsLocal market we can get it 150-200/-Functionality and durability ok, but price point is bit high..,Poor quality.battery drains fast,TV on off button defective,The remote is working fine. I want to reset the Airtel remote. How do I do it?,Working,Review after i raise Complaint to Customer care: They really took it on priority and resent the new product. Its really working fine as of now.Waste of buying it. Most of the keys stopped working within a month. And not even 2 months whole remote is not working.,Awesome product works very well",-
"R2CR72CAK85YA7,R1J7T1CF1601BH,R3IGDXE5UAOW8I,R13C8HGBSHKCE1,R2Y7FN8MCS4PT,R3ERLO7QTMAD3L,R3IEBGTGGSPM9N,R37YEXEGR87GSQ",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475191,4.1,Positive,Neutral,-0.0161,"I'm using it for Dell 22-inch monitor and I found it difficult to fit, hence I had to visit the fabrication shop to smoothen the corners else it is really good,,Good,Quality of the product is good. But it didn't clearly suit the Samsung monitor I have. I had to remove a specific part behind the monitor and adjusted this wall mount. Till now no issue.,Product is good. I am using Benq ex2780q monitor. Holds well enough but there are only 2 places to screw it in. This makes you doubt sometimes weather this can hold up the weight of the monitor. I have been using it for the past 2 months and haven't faced any issue.Another problem with this montioe is the rubber that is used for rotating the montioe is cheap and gets broken initially only. But replaced with proper nuts and this worked fine for meFinal verdict: good monitor wall mount easily taking 5kg of weight on it.Could have been better if the rubber material and count of screw holes in the wall mount be more,Great product at reasonable rate. Very easy to install. Very sturdy product. Never feel like monitor will fall down.👍🏻,Self install a bit difficult. The plate connecting to monitor could have been removable and drop in clamp . This would make fixing a breeze,It's doing the job well. My 27"" monitor is holding it firmly on the wall.",-
"R344C7U6JUIR8M,R1H13BW2E325NO,R1LB6DCH3CVZ4M,R1CZD6C0CHJ2A9,R1Z01G5G30GIQ3,R1VMGF3IL5KE9D,RT44HXN50X2AN,R3E4TI9911D1M6",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475194,3.7,Neutral,Positive,0.362,"Cheap price.... Looks good..... Value for money....,Product is not strong , assembled pets are loose and not fixed firmly . Works fine with Samsung . Have to wait and see it’s durability,You can buy it, nice,Can buy,very good suitable for my samsung tv,Plastic quality not good,True to its name, it works absolutely fine with the Samsung led.Just the Netflix and prime buttons aren't there bt great to use otherwise,Plastic quality is not good",-
"RDCJBFGUBZWFJ,R3F0Y39XWNLO8Z,R38S8FL4YF9JD0,R1MCQ2MLQ7C4DU,RMVTEJJSA64Y1,R35XHV3UC3PEXZ,R2MQ9H1NKP4BDO,R2HOVLX6WT4I6J",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475202,3.5,Neutral,Positive,0.7003,"Good compatible product,Like,Remote is working nicely just the up button and down button is working a little slow else is fine,This button is very soft,Originality. Used as remote control,The buttons are very hard,Best Remote u can get👍👍,No syncing needed, just put batteries in and use it",-
"R16NWYD2LYHNFJ,R2Y32IVRENIANJ,R3BBJ9AXA1ZOSC,RD5EMW1UBYKX6,R3NFOY58N9GMK5,RLWBE1NALLDFQ,R3IO7HFD3TGRO1,R4NCD2RDWQWZ0",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475204,3.4,Neutral,Positive,0.558,"Just got delivered, there’s lag in remote, it takes like 2-3 secs after pressing the remote key.Like I said, when you can’t find the original remote to buy this can be handy.,No voice communication,It is acceptable for the price ( INR 399 )  , works as intended , however buttons require additional force as it's hard.,The best thing about the remote is , obviously, that it worked. No problems, just put in the batteries(which, honestly, should have been included) and it worked. The flip side is that the fit and finish is atrocious. It's so badly finished, that when i first saw it i thought it was a fake..it couldn't possibly be real..but..for the price, and the function, it was perfect.,Not good, because far not remote TV.Near TV only,voice recognition is not available with this remote control so i return the item rest item is good for rest of the things.,Good Remote IR CENSOR AND GOOD BUY. Instead of buying Bluetooth one you can buy this one with affordable price.,ok for emergency , keys are hard and might not work after 6 months but is compatile with tcl android 32 inch tv",-
"R2LH0W21RI2HB3,R2NTYGKM6R1PXH,R2TR5PF6IUMOXH,R3MX15QTIQ0BXG,ROKY7UXCNAYLZ,R3JWZ3QRTVLQ14,R7MVBDVHW7FGJ,R1BGEUL7PDFQ3",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475210,3.8,Neutral,Positive,0.8883,"Ok with that price but has issues with power button and no voice support,Good,Good,Mic is not working,Voice not working. You can't enable voice assistant in this remote.,Quality is average, the buttons are not smooth and the range is not good. But overall it is functioning,Very nice,Using it for 3 days now, after my original remote conked off after 14 months and VU quoted Rs 2000 for a new remote.In this remote  except for the voice control everything works perfectly. Can’t comment on durability in 3 days but as of now I am happy with this purchase.",-
"R1TBHUMR0RV7AZ,R2BN9ZX0H3ZQV2,R2PMUD745GQT3E,RR9I6SN1YILLK,R307WJGWC40TMF,RNVPA6MFR64PA,RL9O5LBT420FW,R1JEUHJMZ3O6MW",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475211,3.9,Neutral,Positive,0.9393,"Excellent product,It's just a day old now. Look wise, it's good, sturdy and durable china product. It says 60w capable, don't know how to measure it but works good with my 25wats brick.,The charging cable stopped working within 2 weeks. I opted for a basic and cheaper charging cable but all the money went in waste. Now I will have to buy another good quality cable,Build Quality best in market and the cable provides a fast charging with 25 W charger too,Very slow charging , didn’t expect from Croma,Durable and fast,I couldn't connect it to Samsung mobile,Fast charge",-
"R3FAPESPH3491Y,R1OD5NFQAXPGR0,RJ4G42V45QKKS,R2IZ8HZT8AOA4W,R2WDDYGKMU51DE,R12WIEV98SWMNB,R2WXBH0GEG4H1Q,R3VORTRB8TWN89",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475213,3.6,Neutral,Positive,0.984,"The remote is so far good and works smoothly with a slight click. No need to press too hard, just a soft click required without any effort. It should be better if there would be Netflix, Prime, and YouTube buttons but at this price range it seems fine with me. It connects through infrared rays rather than Bluetooth but works absolutely fine. This  remote is for Mi 4A 43, 32 and other similar Mi models. If your Mi tv doesn't have Bluetooth then this remote is perfect for you at this price.,Make sure you put in fresh brand new batteries..,Best quality give me remote,https://m.media-amazon.com/images/I/61tCj98QIdL._SY88.jpg,Product is good is cheap but at the same time usefull. Must buy,Faster delivery … product quality is very good Thanks 😊💯,Nice product,It works only when you are one feet away from TV. Doesn't serve the purpose.in one word it do not know the meaning of word remote",-
"RW9LHUMO78TE2,R2OXFV06J64YNH,R1U3JI1Q9O92SE,R2XM48FX5POEKX,RP9JIO6DPGAL,R2F1YTVX9WS0TS,R2TIBHRS9UKUU1,R2P3JI1EJ9IXM3",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475214,3.7,Neutral,Negative,-0.3352,"Good as,Good,Bought us a backup remote for Vu Premium smart TV. It is fully compatible. The remote does not have microphone, so Google Assistant do not work.,The keys are of rubber..  not like the original one... But not bad,Plz don't buy, very poor quality & within a month buttons not working properly....,Working fine as expected,Buttons are not working properly !! Only 40% works rest are just part of design instead go for a original one !!,Buttons are so hard to press",Ada kata 'Tapi' (Kontras)
"R27SWYIOUU9JGH,R3CV6G8SG8GVG0,R3FH44SD2VCUCM,R24U6J35ZGRJVD,RXSYAGW0AG5GO,RNRX90QGDJCVW,R25VGDOTPHFDDQ,R3AUZEPO4WZLD3",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475216,3.6,Neutral,Negative,-0.4109,"Nice product,Okay product at Cheap price. But very high delivery charges even for prime customers. Quality is not great (cheap plastic) but does its purpose.,Worth for money.. but it's light weight so only for setop box stabilizers other over weights can't carry,but you cannot put big remote in its pocket,Nice product,Value for money,super product s,It was sent without screws. Disappointed abt that. But overall sturdy. Will update. Screw size shown in image.",Isu Harga
"R1S2PH1JD9B9XB,R3UUKCS12Q0B9X,R16YH8SVJU5W61,R32XCAYQRNE0Q3,R1FQD9T17LXHLF,R17H2I7PYTIEIA,RWEPEYF95XCK9,R14CFFXT17UAJI",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475220,3.0,Neutral,Negative,-0.5267,"The mouse feature of the remote is not working,Remote control with push button seems to be ok but no voice recognition and no ray pointer as in the original LG product..would like a refund for misrepresentation on the website..you have amended the description after my complaint.,Best product,Number buttons are not working,Defective product, it is not working with the tv,Dislike the product as it doesn’t have pointer option,Not working properly,Best option to buy since it's hard to get replacement of OLED tv remote....",Barang Rusak
"R1PBLR66RA2JLZ,R2Q6NGR94WBB6N,R2DIHIFERXYMB,R3C50JNQ3ZC6R9",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475221,4.5,Positive,Negative,-0.9808,"Everything is great. I love this.,Very good and working very nice,First of all, thanks to Amazon for listing it as a returnable item and at an effective cost of less than 3k.Coming to the device itself, the reason for purchasing it is to experience Google TV. On that account, the interface is more useful than the standard Android TV one in terms of discovery, but the listed content is not that relevant.However, it is Realme that lets the user down. The device was bug ridden from the beginning and they basically abandoned the device in 6 months, with the last software update in Feb 2022, still riddled with bugs and never to see Google TV 12.The stick heats up enough to scald you if you touch it and it stutters like crazy after usage of over a day, in part due to the lackluster A35 ARM cores which is lacking in performance compared to A53 cores present in sticks from over 7 years ago, and also due to poor RAM management.Only reason to get it would be for the price, if it is less than 3k, but be prepared to suffer through a laggy interface and the known issues of the remote failing within a few months. Still males more sense to get a Fire TV stick which is more refined and receives more updates, although the interface is a love or hate it one.For the Google TV experience, it is better to go with Google TV with Chrome cast but that costs a bomb in India, for what it offers.,Got ( used ) product.It was trapped and also proformance is twice degrade to fire stick also not sucking wifi well as computer to Fire Stick",Isu Harga
"R3ELQTJOXZNXTV,R3GJXEPLJKBJL5,R2U3H4FR5RI757,R2XK6I1NM00NTD,R7YRJ5LC06RF1,R39R4HSMGQW4PR,R1W4Z589RU74EY,RUKK2PZV0ZTGD",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475222,4.2,Positive,Negative,-0.4525,"Quality issue..,Good,Cable length is ok , quality is not good . In this price it is ok,Very good & quality product. Reasonable price alsoYour cable easy to replace.,Best quality,Good product but thickness of cable is less,It is very good product.Thank you amazon,Super product",Isu Harga
"R1IFSFNW29TL7R,R92FUN7UWEVOW,R3S0IIYYQMXKF,RP412MHJT3TXO,R25XRX2PFVSE01,R2DAUOO2F29H20,R3477DOFU8L9AH,R344OTWVD49JUP",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475225,3.8,Neutral,Positive,0.9125,"Everything is fine but sound quality should be little bit more enhanced. After viewing the price it is also good,Awesome product,FM Radio antenna isn't strong enough, rest features are value for money,Tower Speakers are big but the size of this is not big . Sounds r good . I recommend if the size was big then the sounds will better .,Product is good,,Best,Awesome speaker quality, tooo loud speaker with clean and clear clarity, FM needs to tuned but in this price no one will provide this quality of speakers. Single speaker Beat entire home theatre or surround system.",-
"R1P2VLNHZAHSCU,R28B2GC0X0RMKW,RQ2S0N0NGDQVY,R19KN24ZE86FRJ,R2R1RIQO9D9HNF",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475229,3.3,Neutral,Negative,-0.7479,"Ok,Very disappointedRange is not good it doesn't catch from a little far and it doesn't support Bluetooth and untill and unless it is not connected to set top box via bluetooth voice search will not work.Also yo can't return you can only replace it.😡,Very bad product never connect only,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/819V40EpT2L._SY88.jpg,No bluetooth",Sentimen Negatif Umum
"RR7JLC3VD2TBS,R3PG7SPU02XR6Z,R382LEGRZSS0UN,R1TFXCJ8YR6S8Z,R37IX8UNUF7V26,R188MKEOB6CXNH,R1WY278AMA2M2L,R1B9BGU3D96MM1",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475230,3.8,Neutral,Positive,0.4939,",Please don't buy this product.Cable stopped working after 10 days automatically,value for money,Very nice product and cheap compare to other,using for a month now,,https://m.media-amazon.com/images/I/711x3nzWzLL._SY88.jpg,Bad quality product as it charging in 36 hours within 10bdays of usage.,",-
"R3UKHBPPXQOJ7Q,R1P646TWS98DH3,R2FXWK6LTYKG4J,R3QV31R1SXLLW8,R3FJ8OR7KJB5ZP,R1665NO7B2DXWD,R1WFNBBN36KYRH,R1LTO3BLRTV1QR",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475231,3.7,Neutral,Positive,0.8874,"Value for Money and works flawlessly on Xiaomi Television,This is a little costlier than the original product, there are some improvements in the design from the original one, and works almost good. Could be much better.,The battery cover wasnt fitting well in the new product itself. It stopped working after a month of use.,Value for money,But not get feel of original remote control with tv what we get . But it's working fine with my MI 55 "" smart tv,First delivery remote control wasn't working.After replacement request received new RC, but  within 8 days volume buttons stopped working.Pathetic experience.How will Amazon compensate this ??,Nice,Good",-
"R3OI9NIP86EJMK,R19REKQNB6DHVK,RN8PZREKYVUCU,R7H07OI7LETQC,RFNCQH476BUID,RBRBI3TZWFXW7,R2ZR75W02IPC5C,RPUDZMSMR65WV",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475233,3.9,Neutral,Positive,0.6486,"Go for it without any hesitation,Even after selecting a branded product(Lenovo), I got this cable which only works with Samsung devices but doesn’t work with LG devices. Poor compatibility.,Nice experiance,,Files transfer okSuper fast charging cable goodMeets my expectation.,Very great Quality,Just purchased and using. Charging ok. Future, I can't say.,Good",-
RUB7U91HVZ30,5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475234,3.0,Neutral,Positive,0.743,"I have a pd supported car charger and I bought solimo cables previously which work perfectly fine but this one doesn't trigger full 3A fast charging unlike solimo usb a to usb c, which is strange because this is supposed to be a 65W charger with 4A fast charging support.Anyways it's a good built product and works but not as expected. It might be compatible with your chargers but I tested 2 different car chargers and both didn't go full speed.",-
"R1T3IMKX5I23BL,R2ACT45S9ER36B,R3JVGT39A4NCLG,R2ZS039FIJFE2X,RUE1VX5KVXKYM,RJUMN5TQXB046,RKB470J0YGFZS,R30Z26FC4CVOIK",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475235,3.5,Neutral,Positive,0.8922,"It is just ok,The fist time I bought it lasted about 6 months. The second time, barely a week. Spent a little more money but went back to the original from Tata Sky. Not really going to buy this again,Good product,i like it for prompt delivery plus super touch operating t.v.,It's working as expected.,satisfactory,Weak of body,We received damaged product...there is a crack in front of the remote.....pls check n make sure this should not be repeat again...",-
"RDLKA670FVMKY,RZZB1IDY3USBP,R30B6VRIVHWOIP,R31A5RDIAY3O0R,R26RJ6WBBMVVXJ,R1PZ0SMCXPJO9C,R3QLX0DTF1C3J7,R23GQW7DPSVOA0",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475237,4.3,Positive,Negative,-0.6542,"Good and easy to use but product life is hell short. It means you have to buy it within next six months.,Good,Better,Quality is good and working as expected.,,Decent replacement cable for my aging external hdd. Works at usb 3.0 speeds,Worst cable. Not working even after replacement. Dont buy guys Manufactured in China.,The USB cable was useless. After logging in this cable, I was not able to transfer data from one laptop too another.",Ada kata 'Tapi' (Kontras)
"R20Y7L8T8S0B2V,R19O1AZBIG1F5P,R1HA5IN5GZZEKJ,R3BGLBQWLQUBW0,R2GKH9JNW12AKY,RKEC16QEHA2WT,R1A9NXDM3RASAL,R25TUXKCEEATJ0",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475238,3.8,Neutral,Negative,-0.5404,",Product is Good as per the price but customer support team is very bad, asking for money for installation and the most important thing that customer service team have not good manner/behaviour to handle the customer...1 star for them, if possible then start should be in minuse for them.,It's ok,Everything is ok,I have used Kodak 32"" led tv since last 3 year and running well so i want to purchasesame tv again (same model number) but when new tv received i notice that outer body is not so durable and have no volume or menu switch in new one!! (Old one habe 6 keys on right side panel) only have one on off switch.. Others in remote only!!Now lets see how many years it runs... +Point is it has optical port (thomsan and kodak both mfg by simtronic india ltd),Picture and sound quality is very good. Allover nice product. Vallu for money.,Very nice,VGA port is not present, display quality is not good.",Isu Harga
"R39CZQR3ZPJ0Q7,R1XRT2636AEQEO,R2BSV4B70RKKC8,R2JBI9XCV1RU9E,RC0ZKG91JP10X,RAO17F0JUKD13,R1YWFT51T2HFXX,R2GVGI7SXLDIW9",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475239,3.3,Neutral,Positive,0.9107,"I bought this remote as My original remote of Fire tv 4k stopped working. This remote works OK OK. so when it works it is interesting,I get the right bottom popup note from Fire TV that the battery is too low in the remote even if the batteries are new.If you are in urge to go to specific show and play it, sudden it stopps responding to the remote. and all of a sudden your thumbnails keeps scrolling without you doing anything. so the response is in accurate some times.When it is working alright some times, it goes well without any issues. So don't know what to say. If you want to put 2k extra and buy the original , i suggest you do that. if you are running short on money and not feeling to put that amount for original and you can adjust with the above mentioned issues. then you are good to go with this one. All the best on your buy guys. Cheers!,You've to press too hard,Not as responsive as the previous one. Need to press harder.No real problems though.,nice product,Thankfully got this to replace firesticks remote which malfunctioned very soon.this option is best fit at best cost .Voice control as well works well,Not an original remote. Cheap copy. Working at the moment but can breakdown any moment.,Never buy separate remote, it is useless,don't buy this product battery drain problem",-
"R1T3FLH3DTF6HS,R2AHAAVTJIDTY,R1N42PBKDI68TK,RR91VSJ4DDBZ6,R1TPXU0SVYZPZK,R3O12UIKHXRVOG,R2QA83CPNE21C8,RY7XGBVY0116M",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475245,3.9,Neutral,Positive,0.9611,"Its very strong remote! I ordered 2 other remotes earlier which were very delicate. This one is working perfect and having good durability!,Good,It is value for money,quality average,but serves the purpose,The remote is not of a great quality though it does its work. Sometimes it gets stuck and we need to wait for few seconds before the buttons work. The buttons are hard hence it’s not comfortable.,Simple remote to replace original Sony Bravia TV remote. Does the job Brilliantly. lives up to product promise,Did not work with my LED TV model KDL 46EX520Want to return,It's suits perfectly to Sony Bravia 4K,Led ke liyen full use this remote information book nahi mili iske sath",-
"R1HIYUVKS08YJP,RBC057ZTXOL5Y,R24VKY63J20SM0,R16UAQV9SOCSE,R23HQTXGR1DOIL,RZFMNMJ8EIG87,R2VYVQSV2YFY0T,R2SW6YDVZ9T4O8",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475248,3.7,Neutral,Positive,0.1007,"Amazing,बहुत ही सुन्दर है,Received damaged product,Good quality product,I liked the product for its charging and value for money. It charges quickly.Easy to handle. I suggest to go for it,Its not orignal usb its 100%fake lava usb (in product pictures 'lava' logo tagged in usb but i received printed lava and box are also diffrent brand!,It's not fast charger I use vivo charger in 1.5 hour it charge full but I use this lava charger it has taken 3.5-4 hours to charge fully,Best Braided Brand",-
"RBVWNT5DJQ11U,RW13JZ6UTG39E,R3OO98PE8MBQ6M,R2PDGCC6RF4YLC,R1EWNSTI0FM8DP,R12R6OUAVMTUIJ,R34JSLSU3JZOPE,R1JOBS3O6CQO4P",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475255,3.7,Neutral,Positive,0.9794,"The worst service given by Amazon, you say it's amazon product but after booking many times nobody came for installation, Quality is good, software is not updated you should give updated versions.,Product is super but have some connectivity issues in mirror casting, Delivery and Pickup super but the person who pickup the product dealt rudely with product,I really like picture and Sound Quality of Sansui LED TV. I would recommend as Smart TV and easily installable apps make it completely internet TV .,Picture quality not God,,Very poor quality of stand,screw broken with fixing of stand and my wall mount stand missing there, totally disappointed with Amazon..today installation people came and demand 500 rs more for wall mount stand..,All the smart features like YouTube not in this while YouTube is mentioned in features.Picture quality is not so good.,TV ok but Amazon not responded  for me for installation work  even after many calls and messages and reminders so better to install on our own",-
"R2RS5DJTMPR9KH,R3K8N1Z38YX4QZ,R1D0W9ZGHTA55S,R1OPHG3293Q2SZ,R27TICJZP0IJZT,RU7Q1JVSNZAP7,R16Y48G8PM36BL,RB5E6IQ420JLF",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475258,3.5,Neutral,Positive,0.9547,"The product is over all good, jus the headphone adjustment gets stuck, hence not that great sound bt it's good thou.,Very nice product 👍,Overall experience,,Good product can buy for timepass who interested in movies much loving...,Good VR headset. Nice picture quality. Best when viewed with exclusive VR Apps. Picture compatibility was less with YouTube videos. So better to go with good VR Apps available in playstore. Overall a good product.,Amazing product to buy .,I ordered this product seeing the high cost with perception it must be worth of its price. But, the product is cheap Chinese plastic crap and definitely not a worth more than rs. 500 at most.  In the end, it's a cheap Chinese product sold in India at rs. 2600+ which is not even worth of more than rs. 500. Better if you go for some other not very costly and simple vr set under max rs. 1000 or either a expensive  vr set of very reputed makers if you're dire enthusiast.Amazon services and customer support is exceptional and here i believe that's what make them on top.CAUTION : this product has no refund policy. It can only be replaced.  So guys, think deep before you buy.",-
"R2KMA1FW2QZLZX,RCE8NJ5IXR7Y0,R34OI72B1EV5GJ,R1OXPIKY99VS78,R1DOIQMYQSIX2Z,R55NBBAP45T6G,R32QZKQVJYCE4S,R26OBSY88ZCS89",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475263,3.9,Neutral,Positive,0.9891,"Value for money. Sturdy cover almost like a case.,This remote cover really fits too well on jio remote and seems durable also but bit costly when compared to overall Quality.,Useful item,Quality of the remote cover is quite good and it should be able to provide decent drop protection (as long as your remote doesn't land face first).It is slightly expensive though (should have been around ₹200 only) but does get the job done. Go for it if you wish to protect your Jio Set Top box remote.,The case is good and it suits well to the remote. It is value for money.,Perfect fit and secure from accidental drops and dust and spills.,Perfect fit for Jio remote. Seems good overall.,Good remote cover,hard material",-
"R2D1HX7B0ZNR2Y,RC6F71GCW3ITC,R2R5PXQ6I47FLE,R377ECW39RO5EJ,R2HOVN3GT9RJUX,R123XHZAU0Z0E5,R2WKLOLAJF59CQ,R17GETTD9A405E",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475264,3.3,Neutral,Positive,0.273,"Volume Buttons, Mute & Power off options not working after 3-4 days, rest is 🆗,Item is a perfect replacement for my Generation 2 Amazon Firestick,The Remote is working fine, but we have to press the buttons harder. sometimes more than once.,Remote is working fine for amazon 2nd generation fire stick ...but it is very expensive and they don't even provide batteries with remote,On off and sound  button are not working,Good product,Volume buttons  r not working. Please help.,Good one!",-
"RSAWD2O7MGQHQ,R2J3NNEKB8K98B,R2JDMID7WPBPGA,RPZQ7HTHUEAQM,RAWY8DHIK1ZUO,RKLEZ22TP2OC,R7CBANEBW241L,RRLSH7AHH6XLU",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475265,3.8,Neutral,Positive,0.9531,"Like,Good quality nice fit,It's good Airtel Xtreme set top box cover. It's had some thickness and protective Go for it!,Very nice quality and fit. A good buy which meets expectations. Thanks Amazon.,Expensive,Very uncomfortable to use.,Value for money....height of the cover can be made small. I have put in a ball of paper at the back so that the remote fits in correctly and buttons are easy to access.,Good product",-
"R2RT36U5W9GRK6,R35V054572FNTJ,R1INLMM4RCIDYQ,R32UWFLL51XWFR,R2E6JL1IPA492E,R37EXJUBHQPY55,RU09H6AAVSB29,R21KXH46RVA6RM",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475268,3.9,Neutral,Positive,0.7389,"Two negative things I should mention here: 1) The cable is too rigid, so there is movement on the USB connector point when inserting or removing device from the other end of the cable.2) The USB connector is a little loose, it must be tightly seated.Other features are alright.,This is the fourth time I order cable Earlier cable was good but now seems to compromise on quality not happy.,Worth its value,Good,Very good product and value for money. Satisfied with the performance.,wont cure cancer its simple cable nothing much to expect,Very good product,-too long-durable-good retro device",-
